"","vend","percent","lower","upper"
"1","A",11.1748758854035,9.67750079965077,12.6926939255552
"2","B",0.491810216802824,-0.86167843557885,1.86377741010808
"3","E",0.0106880220172467,-1.33632056567411,1.37608668137141
"4","F",-10.5013957980594,-11.7068208464289,-9.27951365117828
